"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.012736237E2,-2.688240220E-1,-1.720237981E0,-2.400812953E0
1.012835557E2,-1.512713427E-1,-1.209186655E0,-2.020290776E0
1.012934877E2,-2.697638523E-2,-7.729609787E-1,-1.584536970E0
1.013034197E2,-4.441921424E-2,-5.393705606E-1,-1.277540606E0
1.013133527E2,-2.265100429E-1,-3.696340764E-1,-1.101036555E0
1.013232847E2,-4.617551317E-1,-2.047221297E-1,-1.175181296E0
1.013332167E2,-5.860462520E-1,2.359760821E-2,-1.189221045E0
1.013431488E2,-5.937868691E-1,5.095655483E-1,-9.388903409E-1
1.013530807E2,-3.632881663E-1,1.022986166E0,-5.817599505E-1
1.013630127E2,-4.352057029E-2,1.441144531E0,-2.129921392E-1
1.013729448E2,3.648744063E-1,1.955389606E0,3.015295091E-1
1.013828767E2,6.975877377E-1,2.403095121E0,7.781954062E-1
1.013928087E2,7.874158075E-1,2.681849433E0,9.801491717E-1
1.014027407E2,4.237218079E-1,2.793266373E0,6.619588986E-1
1.014126727E2,-4.135187455E-1,2.808487260E0,3.187697321E-2
1.014226048E2,-1.279025799E0,3.024858797E0,8.765327096E-2
1.014325367E2,-1.505979043E0,3.389882344E0,8.286954689E-1
1.014424687E2,-1.132018685E0,3.977930390E0,1.892285285E0
1.014524008E2,-5.708310294E-1,4.617003579E0,3.095893697E0
1.014623337E2,1.228248761E-2,5.005395523E0,4.004604511E0
1.014722657E2,8.929103952E-1,4.891135082E0,4.255825746E0
1.014821978E2,1.362383852E0,4.174047173E0,3.901786779E0
1.014921297E2,9.781212111E-1,3.351224647E0,2.770989066E0
1.015020617E2,4.175104203E-1,2.610273666E0,1.339922796E0
1.015119937E2,1.684237296E-1,2.223271605E0,1.761809930E-1
1.015219257E2,3.500885155E-1,1.959728240E0,-6.577401325E-1
1.015318577E2,6.380796739E-1,1.741932321E0,-1.222456911E0
1.015417897E2,8.252852266E-1,1.663385503E0,-1.287413338E0
1.015517217E2,9.991564963E-1,1.527817224E0,-8.398028398E-1
1.015616538E2,9.761349850E-1,1.207673981E0,-3.461265153E-1
1.015715857E2,8.237338141E-1,7.154413337E-1,-4.074193686E-2
1.015815177E2,6.625482979E-1,4.339148569E-1,1.751314178E-1
1.015914498E2,5.590208232E-1,2.790934503E-1,2.363301310E-1
1.016013817E2,6.285049313E-1,4.333897769E-2,2.732997367E-1
1.016113147E2,7.605494595E-1,-2.481225032E-1,2.424077269E-1
1.016212468E2,8.749822473E-1,-4.452157706E-1,1.304762319E-1
1.016311787E2,9.695486813E-1,-6.233266371E-1,-1.962632552E-1
1.016411107E2,9.538244952E-1,-8.208865124E-1,-5.543803632E-1
1.016510427E2,9.649629293E-1,-9.781011844E-1,-7.532152238E-1
1.016609747E2,9.574460413E-1,-1.154818075E0,-8.204149345E-1
1.016709068E2,9.223841628E-1,-1.323814301E0,-8.748191831E-1
1.016808387E2,9.339115830E-1,-1.546635318E0,-9.272783554E-1
1.016907707E2,9.014696956E-1,-1.737120647E0,-1.007933094E0
1.017007028E2,6.737430847E-1,-1.916944163E0,-1.050059359E0
1.017106347E2,5.374360459E-1,-2.125160004E0,-1.077238387E0
1.017205667E2,4.700244468E-1,-2.351582320E0,-1.060665039E0
1.017304987E2,4.172706479E-1,-2.522660156E0,-1.054305022E0
1.017404309E2,4.333990959E-1,-2.544024712E0,-1.147433626E0
1.017503629E2,4.413021195E-1,-2.475157961E0,-1.229458660E0
1.017602949E2,5.703769565E-1,-2.468780987E0,-1.161013492E0
1.017702279E2,7.101489457E-1,-2.542840651E0,-1.180803393E0
1.017801599E2,7.016080640E-1,-2.721988814E0,-1.443342791E0
1.017900919E2,4.829012217E-1,-2.892327561E0,-1.771053793E0
1.018000239E2,3.086645009E-1,-2.936803823E0,-2.066407766E0
1.018099559E2,2.767983451E-1,-2.832372551E0,-2.084701365E0
1.018198879E2,1.958490530E-1,-2.611081166E0,-2.017993990E0
1.018298199E2,-4.268010613E-3,-2.309198778E0,-1.666285430E0
1.018397519E2,-2.923311126E-2,-1.792317193E0,-9.444603986E-1
1.018496839E2,1.738849193E-1,-1.248933104E0,8.069976211E-2
1.018596159E2,4.475606503E-1,-6.428791416E-1,1.011586434E0
1.018695479E2,5.687747464E-1,-2.268427312E-2,1.672894830E0
1.018794799E2,2.624892947E-1,7.649912238E-1,2.127607648E0
1.018894119E2,1.068509499E-1,1.503063036E0,2.526225788E0
1.018993439E2,7.389369445E-2,2.336242150E0,2.598331897E0
1.019092759E2,1.541104583E-1,2.850531079E0,1.965042774E0
1.019192079E2,4.145151841E-1,2.918193305E0,1.209033458E0
1.019291409E2,8.626221836E-1,2.928259871E0,8.337065327E-1
1.019390729E2,1.415267093E0,3.643216470E0,1.038255585E0
1.019490049E2,1.760555410E0,4.707728392E0,1.620685042E0
1.019589369E2,1.573659102E0,5.360803909E0,2.082533217E0
1.019688689E2,1.198724159E0,5.348132992E0,2.794710927E0
1.019788009E2,5.867177316E-1,4.927771981E0,3.731491885E0
1.019887329E2,2.301488383E-1,4.155307431E0,4.235872123E0
1.019986649E2,-5.309355501E-1,3.272526972E0,3.872684017E0
1.020085969E2,-1.501638362E0,2.498494198E0,2.847431178E0
1.020185289E2,-1.518895250E0,1.935521936E0,1.639354616E0
1.020284609E2,-8.429438909E-1,1.376470817E0,4.651319718E-1
1.020383929E2,-3.861974841E-1,9.271035236E-1,-4.578276300E-1
1.020483249E2,2.950972795E-2,7.090918422E-1,-1.083469765E0
1.020582569E2,5.271652289E-1,6.743348229E-1,-1.407404927E0
1.020681889E2,1.286006497E0,7.345582205E-1,-1.106594918E0
1.020781209E2,2.190672793E0,9.710453492E-1,-4.798640317E-1
1.020880529E2,2.735968922E0,8.656674135E-1,-2.345522851E-2
1.020979859E2,2.729627324E0,8.550938934E-1,1.279502347E-1
1.021079179E2,2.351276365E0,5.377754402E-1,3.891643614E-2
1.021178499E2,1.563602476E0,-1.156579256E-2,7.969404101E-2
1.021277819E2,7.175955941E-1,-5.973649997E-1,9.247049958E-2
1.021377139E2,2.414101920E-1,-1.331952456E0,-1.806415415E-1
1.021476459E2,-1.601199342E-1,-1.879176412E0,-5.769535393E-1
1.021575779E2,-5.034945305E-1,-2.404121892E0,-1.047456763E0
1.021675099E2,-7.034694520E-1,-2.797964610E0,-1.473748605E0
1.021774419E2,-8.337207853E-1,-3.117958165E0,-1.905971570E0
1.021873739E2,-7.260158770E-1,-3.303658717E0,-2.332352875E0
1.021973059E2,-5.546259828E-1,-3.362179990E0,-2.709119385E0
1.022072379E2,-5.604541219E-1,-3.298338336E0,-2.974689102E0
1.022171699E2,-5.654502388E-1,-3.070621446E0,-3.035226203E0
1.022271019E2,-4.637794012E-1,-2.882864428E0,-2.939275733E0
1.022370339E2,-3.133435525E-1,-2.624499357E0,-2.738887559E0
1.022469659E2,-2.083395462E-1,-2.333232588E0,-2.438491241E0
1.022568979E2,-1.916426757E-1,-2.150708243E0,-2.063471586E0
1.022668299E2,-3.371099626E-1,-2.000571626E0,-1.694506432E0
1.022767629E2,-5.888128620E-1,-1.900311173E0,-1.370482099E0
1.022866949E2,-6.894500946E-1,-1.829059927E0,-1.295214985E0
1.022966269E2,-5.626657947E-1,-1.721268845E0,-1.371326729E0
1.023065589E2,-2.889760488E-1,-1.461522662E0,-1.409995536E0
1.023164909E2,-2.974211823E-2,-1.070419364E0,-1.339516414E0
1.023264229E2,3.145797270E-1,-6.352368307E-1,-1.183391079E0
1.023363549E2,6.136062258E-1,-2.181233633E-1,-8.069455808E-1
1.023462869E2,6.124431781E-1,1.992608303E-1,-3.184776637E-1
1.023562189E2,4.049427073E-1,5.064039588E-1,2.292669868E-1
1.023661509E2,6.643386240E-2,8.828453636E-1,9.425989375E-1
1.023760829E2,-9.653537426E-2,1.131151469E0,1.440145534E0
1.023860149E2,-2.860984329E-1,1.339411165E0,1.576763389E0
1.023959469E2,-6.369839787E-1,1.586321540E0,1.313102495E0
1.024058789E2,-9.772753382E-1,1.669525080E0,3.847087830E-1
1.024158109E2,-1.272584945E0,1.590667191E0,-5.690641835E-1
1.024257429E2,-1.275814947E0,1.895027044E0,-6.593238509E-1
1.024356749E2,-8.918013977E-1,2.816959875E0,2.991844833E-1
1.024456069E2,-3.161550765E-1,3.922396460E0,1.983178498E0
1.024555389E2,-3.214070091E-2,4.627376540E0,3.511888007E0
1.024654719E2,-7.154104896E-3,4.773766846E0,4.390521621E0
1.024754039E2,-6.836961055E-2,4.405642521E0,4.915255432E0
1.024853359E2,-3.788560125E-1,3.805186683E0,4.996767372E0
1.024952679E2,-8.557193993E-1,3.063752722E0,4.621567331E0
1.025051999E2,-1.240388275E0,2.444256595E0,3.899994022E0
1.025151319E2,-1.189612151E0,1.965442724E0,3.035364782E0
1.025250639E2,-8.555466141E-1,1.690342922E0,2.389249499E0
1.025349959E2,-3.974622547E-1,1.336659465E0,1.854204124E0
1.025449279E2,1.054457635E-2,8.681729454E-1,1.446145362E0
1.025548599E2,6.840842145E-2,4.152166307E-1,1.105472545E0
1.025647919E2,6.341621490E-2,-1.284440321E-1,7.184009019E-1
1.025747239E2,6.159299824E-2,-5.383969992E-1,2.565574041E-1
1.025846559E2,-7.015712265E-2,-8.131605864E-1,-9.301136702E-2
1.025945879E2,1.947734943E-2,-1.018048192E0,-3.204736108E-1
1.026045199E2,1.467346343E-1,-1.167949752E0,-4.960792378E-1
1.026144519E2,3.155107134E-1,-1.093349220E0,-5.178405279E-1
1.026243839E2,6.379280117E-1,-9.452088422E-1,-3.738768160E-1
1.026343159E2,9.433925508E-1,-9.162089914E-1,-2.294695929E-1
1.026442479E2,1.208105140E0,-1.008371050E0,-8.691155165E-2
1.026541809E2,1.267569788E0,-1.171367449E0,-7.160675704E-2
1.026641129E2,1.083645035E0,-1.385341043E0,-2.155798244E-1
1.026740449E2,9.126594391E-1,-1.661871659E0,-4.815722957E-1
1.026839769E2,7.693076384E-1,-1.958074647E0,-8.451714608E-1
1.026939089E2,5.761632881E-1,-2.295390578E0,-1.218429641E0
1.027038409E2,4.082744143E-1,-2.525549265E0,-1.584460079E0
1.027137729E2,2.999867761E-1,-2.696040040E0,-1.831602881E0
1.027237049E2,2.325410439E-1,-2.770032461E0,-1.843542311E0
1.027336369E2,2.420147575E-1,-2.747497877E0,-1.887990505E0
1.027435687E2,2.795075794E-1,-2.675364286E0,-1.866841126E0
1.027535007E2,4.196033215E-1,-2.584142459E0,-1.778821819E0
1.027634327E2,4.743303730E-1,-2.485580038E0,-1.685759874E0
1.027733647E2,4.417337902E-1,-2.408800249E0,-1.642780500E0
1.027832967E2,3.668726557E-1,-2.277851855E0,-1.664149442E0
1.027932287E2,2.623566726E-1,-2.078996236E0,-1.647457688E0
1.028031607E2,2.084298674E-1,-1.921430147E0,-1.549053726E0
1.028130927E2,2.760038729E-1,-1.664024019E0,-1.403393737E0
1.028230247E2,4.237518845E-1,-1.260560292E0,-1.005085208E0
1.028329567E2,5.784160741E-1,-9.210516554E-1,-5.013990346E-1
1.028428887E2,6.134658196E-1,-6.520551771E-1,-4.341499150E-2
1.028528207E2,5.727123345E-1,-4.809223777E-1,3.830736092E-1
1.028627537E2,5.045552885E-1,-2.673791385E-1,5.634841856E-1
1.028726857E2,3.480556579E-1,-3.191468775E-2,5.162799060E-1
1.028826177E2,3.222776595E-1,2.779532433E-1,5.542830071E-1
1.028925497E2,4.693981369E-1,7.691789997E-1,7.760100093E-1
1.029024817E2,6.457651810E-1,1.248395160E0,9.248386046E-1
1.029124137E2,6.410828769E-1,1.612982504E0,6.077724588E-1
1.029223457E2,5.384739998E-1,1.746609508E0,1.085941967E-1
1.029322777E2,5.263172730E-1,1.851723735E0,1.193899110E-1
1.029422097E2,8.034612250E-1,2.137232165E0,1.064157873E0
1.029521417E2,9.709721129E-1,2.731699285E0,2.277592823E0
1.029620737E2,1.065171488E0,3.114128823E0,3.101829205E0
1.029720057E2,8.986326997E-1,3.198828081E0,3.323329920E0
1.029819377E2,4.918273253E-1,3.154629562E0,3.406712385E0
1.029918697E2,1.550865047E-1,3.044781430E0,3.522198402E0
1.030018017E2,-1.194271139E-1,2.568374857E0,3.248551049E0
1.030117337E2,-1.263690745E-1,1.862170370E0,2.318577127E0
1.030216657E2,-1.479850431E-1,1.387298107E0,1.125942477E0
1.030315977E2,3.526464896E-2,1.258300343E0,2.811110321E-1
1.030415297E2,5.411542538E-1,1.186662011E0,-7.324280798E-2
1.030514617E2,9.958055301E-1,1.025406913E0,-1.673394182E-1
1.030613937E2,1.437179388E0,9.752758098E-1,3.705117434E-2
1.030713257E2,1.959054787E0,1.061556154E0,4.880667982E-1
1.030812587E2,2.446347998E0,1.023420614E0,9.376866916E-1
1.030911907E2,2.573401124E0,7.730206203E-1,1.098346835E0
1.031011227E2,2.258727659E0,4.634000266E-1,1.017432188E0
1.031110547E2,1.853079266E0,1.087283903E-1,8.030948970E-1
1.031209867E2,1.514702650E0,-2.534627652E-1,5.241955742E-1
1.031309187E2,1.238252287E0,-6.426499307E-1,3.487738422E-1
1.031408507E2,1.050714101E0,-1.030600410E0,1.833537725E-1
1.031507827E2,8.392354406E-1,-1.446994670E0,9.428635240E-3
1.031607147E2,7.649212765E-1,-1.797411287E0,-2.859516495E-1
1.031706467E2,7.907760561E-1,-2.102053562E0,-5.623182508E-1
1.031805787E2,8.176658660E-1,-2.367314254E0,-9.056237769E-1
1.031905107E2,7.803089554E-1,-2.670606406E0,-1.313335214E0
1.032004427E2,7.211343290E-1,-2.967857215E0,-1.688342297E0
1.032103747E2,6.275299812E-1,-3.178875627E0,-1.932289888E0
1.032203067E2,4.466608734E-1,-3.339329656E0,-2.126783191E0
1.032302387E2,2.467164488E-1,-3.449573060E0,-2.172077770E0
1.032401707E2,-1.158885252E-2,-3.392698948E0,-2.003838465E0
1.032501027E2,-2.407292471E-1,-3.281690143E0,-1.819187196E0
1.032600347E2,-4.705567262E-1,-3.211257507E0,-1.634750519E0
1.032699667E2,-6.190527610E-1,-3.121426148E0,-1.526262741E0
1.032798987E2,-6.896389597E-1,-2.938492498E0,-1.589129080E0
1.032898307E2,-7.125967363E-1,-2.633839114E0,-1.685983822E0
1.032997627E2,-6.008752294E-1,-2.160114659E0,-1.687749974E0
1.033096947E2,-3.261568851E-1,-1.570415359E0,-1.669519233E0
1.033196267E2,-1.839369591E-2,-9.720329440E-1,-1.470789622E0
1.033295597E2,2.790397656E-1,-4.019446206E-1,-1.113198763E0
1.033394917E2,3.568692026E-1,3.216377914E-2,-7.458810613E-1
1.033494237E2,3.136205278E-1,2.451421773E-1,-6.045091277E-1
1.033593557E2,1.799633376E-1,3.328995287E-1,-6.119309986E-1
1.033692877E2,-1.554608362E-1,3.977697086E-1,-7.072122547E-1
1.033792197E2,-4.415348022E-1,4.361227655E-1,-7.564946347E-1
1.033891517E2,-5.174867713E-1,5.180223763E-1,-6.444593516E-1
1.033990837E2,-3.686818573E-1,7.732492465E-1,-2.862156513E-1
1.034090157E2,-2.132204181E-1,1.090053145E0,1.531517342E-1
1.034189477E2,-6.546564572E-2,1.338139980E0,4.936365634E-1
1.034288797E2,1.005641241E-1,1.566648583E0,7.233654803E-1
1.034388117E2,1.515517715E-1,1.739548995E0,8.533987856E-1
1.034487437E2,2.444366377E-2,1.918497768E0,8.450653338E-1
1.034586757E2,-5.603963807E-1,1.864702215E0,3.829443857E-1
1.034686077E2,-1.394312134E0,1.659011201E0,-4.235223082E-1
1.034785397E2,-2.105188108E0,1.763436626E0,-5.264549384E-1
1.034884717E2,-2.085210365E0,2.166884565E0,4.011482298E-3
1.034984037E2,-1.461195803E0,2.797614947E0,1.019381942E0
1.035083357E2,-5.870850098E-1,3.609045342E0,2.257662588E0
1.035182677E2,2.980885689E-1,4.113053697E0,3.324041819E0
1.035281997E2,9.142191108E-1,4.029858928E0,3.887029576E0
1.035381317E2,1.131087004E0,3.577672691E0,3.714374454E0
1.035480637E2,7.690116231E-1,2.945138444E0,2.723497103E0
1.035579957E2,1.470828908E-1,2.198334984E0,1.289884663E0
1.035679277E2,-3.931965282E-1,1.736477453E0,2.780207786E-1
1.035778597E2,-8.751570059E-1,1.514336468E0,-2.105143815E-2
1.035877927E2,-1.230011075E0,1.266526791E0,-8.192563087E-2
1.035977247E2,-1.454661978E0,1.219430977E0,1.469069079E-1
1.036076567E2,-1.408651115E0,1.247346169E0,8.585162687E-1
1.036175887E2,-1.109734580E0,1.175301456E0,1.594807312E0
1.036275207E2,-9.850828329E-1,1.071337377E0,2.059720598E0
1.036374527E2,-1.019016784E0,9.347066581E-1,2.344390245E0
1.036473847E2,-1.028299238E0,7.572079951E-1,2.504245227E0
1.036573167E2,-8.609931493E-1,4.852083868E-1,2.462598141E0
1.036672487E2,-5.541667206E-1,2.413830024E-1,2.204884743E0
1.036771807E2,-2.354689823E-1,2.134759963E-2,1.763618766E0
1.036871127E2,7.138148393E-2,-2.440136647E-1,1.314843211E0
1.036970447E2,3.473145964E-1,-5.575583249E-1,8.571532828E-1
1.037069767E2,4.981938102E-1,-9.452082574E-1,3.524643123E-1
1.037169087E2,5.987135138E-1,-1.398330633E0,-1.758529642E-1
1.037268407E2,6.939079387E-1,-1.858177891E0,-6.522615838E-1
1.037367727E2,7.201535317E-1,-2.258853666E0,-1.089945848E0
1.037467045E2,7.963059872E-1,-2.671527343E0,-1.502866277E0
1.037566365E2,8.589463314E-1,-2.959189888E0,-1.902485460E0
1.037665685E2,8.013353236E-1,-3.114770263E0,-2.180889816E0
1.037765005E2,6.377907483E-1,-3.132044692E0,-2.214749873E0
1.037864325E2,4.842567890E-1,-3.064131621E0,-2.047595226E0
1.037963645E2,4.298008656E-1,-3.003958510E0,-1.776102572E0
1.038062965E2,3.094329713E-1,-2.947224730E0,-1.528436151E0
1.038162285E2,2.218901030E-1,-2.915557964E0,-1.395357032E0
1.038261605E2,1.155742099E-1,-2.771080867E0,-1.311282257E0
1.038360925E2,3.957231101E-2,-2.558570831E0,-1.227212452E0
1.038460245E2,4.261047401E-2,-2.361089893E0,-1.050015213E0
1.038559565E2,1.139422429E-1,-2.233379102E0,-9.637880775E-1
1.038658885E2,1.988420966E-1,-2.106992705E0,-9.279715428E-1
1.038758205E2,2.178591422E-1,-1.946279644E0,-9.992593342E-1
1.038857535E2,1.766444580E-1,-1.876654508E0,-1.136578270E0
1.038956855E2,2.188259062E-1,-1.784941515E0,-1.165398904E0
1.039056175E2,3.682849775E-1,-1.674476502E0,-1.117078975E0
1.039155495E2,5.517195512E-1,-1.577165970E0,-1.018644901E0
1.039254815E2,6.156609374E-1,-1.428593482E0,-9.757342315E-1
1.039354135E2,7.104659379E-1,-1.157007857E0,-6.433121279E-1
1.039453455E2,8.573764271E-1,-7.820142227E-1,-2.289793038E-1
1.039552775E2,9.231658624E-1,-3.562392747E-1,3.056743079E-1
1.039652095E2,7.924313298E-1,5.485039115E-2,9.143098158E-1
1.039751415E2,6.103439911E-1,4.565500134E-1,1.438149002E0
1.039850735E2,4.122804514E-1,7.756518674E-1,1.768775426E0
1.039950055E2,2.131303527E-1,8.196100652E-1,1.437405529E0
1.040049375E2,-4.586033820E-2,4.375465626E-1,2.579177588E-1
1.040148695E2,-3.512706398E-1,2.453187633E-1,-7.565200701E-1
1.040248015E2,-1.666536677E-1,7.291238183E-1,-8.290425012E-1
1.040347335E2,4.797568084E-1,1.887956591E0,1.609270692E-2
1.040446655E2,1.065679611E0,3.239290228E0,1.471403579E0
1.040545975E2,1.613747905E0,4.223163784E0,2.633653465E0
1.040645295E2,1.573350223E0,4.619928941E0,3.485774927E0
1.040744615E2,1.041904101E0,4.656212084E0,4.147332706E0
1.040843935E2,5.889826506E-1,4.137348878E0,4.397783863E0
1.040943255E2,-1.157185905E-2,3.499761466E0,3.889161763E0
1.041042575E2,-5.423049127E-1,2.747922969E0,2.745007840E0
1.041141895E2,-8.257395552E-1,2.237633536E0,1.544301986E0
1.041241215E2,-5.775622709E-1,1.721729606E0,3.162419808E-1
1.041340535E2,2.276916739E-2,1.266435574E0,-6.807737768E-1
1.041439855E2,4.839807273E-1,9.950265348E-1,-1.226763970E0
1.041539175E2,9.854553006E-1,9.823117644E-1,-1.327995353E0
1.041638495E2,1.549684348E0,1.123485770E0,-1.029015815E0
1.041737815E2,1.897163325E0,1.352048752E0,-3.246695727E-1
1.041837135E2,2.058354688E0,1.451163735E0,5.331628641E-1
1.041936455E2,2.089610395E0,1.236619452E0,1.087024579E0
1.042035775E2,1.650215819E0,8.790481818E-1,1.345664469E0
1.042135095E2,8.348410387E-1,4.355058843E-1,1.389170970E0
1.042234425E2,2.096104751E-1,-1.193931270E-1,1.158394817E0
1.042333745E2,-9.466930848E-2,-7.275257742E-1,7.450937337E-1
1.042433065E2,-2.498115079E-1,-1.234577605E0,2.471939653E-1
1.042532385E2,-3.370275534E-1,-1.669675938E0,-3.039026016E-1
1.042631705E2,-2.957047687E-1,-2.003982307E0,-8.348166266E-1
1.042731025E2,-9.903549749E-2,-2.318523332E0,-1.173147342E0
1.042830345E2,1.470150083E-1,-2.554283652E0,-1.419519188E0
1.042929665E2,3.411656279E-1,-2.690397477E0,-1.823536939E0
1.043028985E2,3.865767492E-1,-2.835051160E0,-2.110004313E0
1.043128305E2,2.590207264E-1,-2.899688621E0,-2.235693430E0
1.043227625E2,3.729255471E-2,-2.952015939E0,-2.226299878E0
1.043326945E2,-2.009927025E-1,-3.124066751E0,-2.300409828E0
1.043426265E2,-5.521412085E-1,-3.253804187E0,-2.428804159E0
1.043525585E2,-9.074039617E-1,-3.309139897E0,-2.529313703E0
1.043624905E2,-1.266725158E0,-3.313131207E0,-2.512223753E0
1.043724225E2,-1.500064584E0,-3.347533300E0,-2.420110518E0
1.043823545E2,-1.548980636E0,-3.280617179E0,-2.228242615E0
1.043922865E2,-1.487760580E0,-3.020558170E0,-2.018880135E0
1.044022185E2,-1.275033174E0,-2.613256915E0,-1.766621604E0
1.044121505E2,-8.834169289E-1,-2.081783604E0,-1.328393841E0
1.044220825E2,-4.875489907E-1,-1.469659063E0,-9.632612434E-1
1.044320145E2,-2.231023039E-1,-9.684480160E-1,-7.095216125E-1
1.044419465E2,6.741091386E-2,-5.159752661E-1,-4.461349529E-1
1.044518785E2,3.179730855E-1,-9.413724840E-2,-2.441668618E-1
1.044618105E2,2.663772181E-1,1.074408334E-1,-2.114262548E-1
1.044717425E2,1.452699067E-1,1.965208250E-1,-2.291389328E-1
1.044816745E2,1.134915596E-1,2.534376222E-1,-2.416209841E-1
1.044916065E2,1.774492358E-1,4.389610040E-1,-2.662406856E-1
1.045015385E2,2.808558377E-1,6.959326833E-1,-2.642666656E-1
1.045114705E2,4.497307713E-1,9.548093855E-1,-1.649651563E-1
1.045214025E2,6.720868608E-1,1.214756128E0,-7.570507050E-2
1.045313345E2,8.434060402E-1,1.575413559E0,-2.891360432E-2
1.045412665E2,7.408823497E-1,1.976326146E0,-2.473021388E-1
1.045511985E2,1.510404873E-1,2.161345498E0,-7.225214347E-1
1.045611305E2,-6.852923588E-1,2.374277118E0,-8.230751252E-1
1.045710625E2,-1.238880717E0,2.920307658E0,1.240480953E-1
1.045809945E2,-1.106641184E0,3.880979462E0,1.843957463E0
1.045909265E2,-5.093095133E-1,4.899860882E0,3.650264997E0
1.046008585E2,1.529750752E-1,5.429478872E0,4.845308407E0
1.046107905E2,7.178809382E-1,5.295537872E0,5.258832561E0
1.046207235E2,9.464691364E-1,4.589003018E0,5.046138337E0
1.046306545E2,5.265884741E-1,3.527981299E0,4.034341696E0
1.046405875E2,-1.831081163E-1,2.422680954E0,2.678498393E0
1.046505195E2,-9.999861431E-1,1.641658419E0,1.370087412E0
1.046604515E2,-1.334000882E0,1.155255446E0,5.366250005E-1
1.046703835E2,-1.167965978E0,8.301607811E-1,6.293065846E-2
1.046803155E2,-9.853705890E-1,5.216429722E-1,-4.528446329E-1
1.046902475E2,-7.281815395E-1,3.231633300E-1,-7.202483296E-1
1.047001795E2,-5.125872066E-1,1.346286321E-1,-6.917615721E-1
1.047101115E2,-3.951300197E-1,-1.188557678E-1,-5.395959708E-1
1.047200435E2,-3.246267419E-1,-3.831212640E-1,-2.841913453E-1
1.047299755E2,-3.690036003E-1,-4.727760369E-1,-3.666671991E-2
1.047399075E2,-3.467869583E-1,-4.383464617E-1,1.531461793E-1
1.047498405E2,-6.597084515E-3,-2.910638702E-1,5.214845127E-1
1.047597725E2,2.276634610E-1,-2.717715669E-1,7.751987082E-1
1.047697045E2,2.720092196E-1,-3.199420989E-1,9.197161514E-1
1.047796365E2,2.845852649E-1,-4.638882691E-1,9.771132973E-1
1.047895685E2,2.986640446E-1,-6.603629011E-1,8.412365770E-1
1.047995005E2,3.634227619E-1,-9.687169880E-1,5.339057529E-1
1.048094325E2,4.014708134E-1,-1.288418182E0,1.510686636E-1
1.048193645E2,4.133706282E-1,-1.607179728E0,-2.538697314E-1
1.048292965E2,4.585697879E-1,-1.925614999E0,-6.581631786E-1
1.048392285E2,4.912755308E-1,-2.282385786E0,-1.012670800E0
1.048491605E2,5.287546848E-1,-2.560047253E0,-1.246015928E0
1.048590925E2,5.635156875E-1,-2.783764647E0,-1.346593884E0
1.048690245E2,4.996183381E-1,-3.014940165E0,-1.379821272E0
1.048789565E2,3.287902518E-1,-3.077196055E0,-1.376490990E0
1.048888885E2,1.076662619E-1,-3.113661046E0,-1.309538324E0
1.048988205E2,-1.161526183E-1,-2.978678657E0,-1.267868142E0
1.049087525E2,-2.019259546E-1,-2.801724370E0,-1.164472120E0
1.049186845E2,-1.910543728E-1,-2.502715303E0,-1.088194607E0
1.049286165E2,-2.089490454E-1,-2.187763803E0,-1.066952257E0
1.049385485E2,-3.711737213E-1,-1.943510987E0,-1.233337702E0
1.049484805E2,-5.856915087E-1,-1.780827999E0,-1.341939793E0
1.049584125E2,-7.047080384E-1,-1.563187616E0,-1.307076062E0
1.049683445E2,-7.754052611E-1,-1.291285071E0,-1.204394277E0
1.049782765E2,-8.128249562E-1,-9.567798972E-1,-9.728386903E-1
1.049882085E2,-8.370275319E-1,-6.032063681E-1,-4.714843869E-1
1.049981405E2,-7.951591290E-1,-3.319569576E-1,1.320459169E-1
1.050080725E2,-6.436547747E-1,-4.914467812E-2,6.501156557E-1
1.050180045E2,-3.544379669E-1,1.465949589E-1,9.918681613E-1
1.050279365E2,-7.914242931E-3,4.037794769E-1,1.432235128E0
1.050378685E2,1.406912811E-1,7.044906682E-1,1.788119477E0
1.050478005E2,1.188302776E-1,7.873965847E-1,1.842379299E0
1.050577325E2,6.559618481E-2,8.288796562E-1,1.634635329E0
1.050676645E2,-6.457051009E-2,9.813838112E-1,1.130541020E0
1.050775965E2,-2.758728222E-1,1.173884091E0,3.111826774E-1
1.050875285E2,-3.858753026E-1,1.104382916E0,-5.061472660E-1
1.050974605E2,-8.532749525E-2,9.497018427E-1,-6.202495399E-1
1.051073925E2,6.487433872E-1,1.354542004E0,-3.610655665E-4
1.051173245E2,1.273239979E0,2.351811531E0,1.172231083E0
1.051272565E2,1.519490350E0,3.168061786E0,2.229290144E0
1.051371885E2,1.613674084E0,3.359694339E0,2.902260227E0
1.051471205E2,1.260041644E0,3.292979363E0,3.475270988E0
1.051570525E2,5.768911202E-1,2.966654443E0,3.833773720E0
1.051669845E2,-1.034626894E-1,2.440198628E0,3.615825189E0
1.051769165E2,-5.099573483E-1,1.930366446E0,2.796180625E0
1.051868485E2,-6.349218851E-1,1.473081438E0,1.820320971E0
1.051967805E2,-6.415106007E-1,1.424570013E0,9.525666860E-1
1.052067125E2,-2.695453857E-1,1.093935696E0,3.613190433E-1
1.052166445E2,1.629074480E-1,8.405401736E-1,3.723009914E-2
