"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.263420687E1,-3.699527131E-1,8.712468266E-2,5.910657942E-2
1.264413987E1,-1.804558924E-1,2.095823354E-1,8.996409059E-2
1.265407287E1,-3.279257409E-2,3.713338619E-1,1.473925191E-1
1.266400562E1,1.111607955E-1,5.182083178E-1,2.016020554E-1
1.267393962E1,2.051569067E-1,6.675093681E-1,3.621519792E-1
1.268387262E1,6.766639151E-2,7.868937242E-1,4.599057305E-1
1.269380562E1,-1.688315546E-1,7.523752713E-1,4.141793346E-1
1.270373862E1,-3.803573217E-1,6.392293096E-1,2.525143468E-1
1.271367263E1,-4.264496801E-1,6.988872814E-1,1.266220397E-1
1.272360562E1,-2.582033588E-1,9.207709891E-1,5.911710441E-2
1.273353862E1,7.574872361E-2,1.334467928E0,2.522284180E-1
1.274347162E1,3.720686011E-1,1.756367342E0,7.160623080E-1
1.275340563E1,5.127156261E-1,1.732631155E0,1.238495824E0
1.276333862E1,4.881835963E-1,1.515938020E0,1.806158137E0
1.277327162E1,3.176223622E-1,1.432539183E0,2.534452820E0
1.278320463E1,-4.601987125E-2,1.254690857E0,2.999644434E0
1.279313762E1,-3.355062906E-1,1.001318724E0,3.030936393E0
1.280307162E1,-4.132576307E-1,8.268746459E-1,2.836264458E0
1.281300462E1,-3.189324309E-1,6.323079604E-1,2.330641687E0
1.282293762E1,-1.423732144E-1,4.670633072E-1,1.690767429E0
1.283287062E1,8.242896650E-2,4.205270720E-1,1.136779414E0
1.284280462E1,4.033983481E-1,3.292976439E-1,7.164844769E-1
1.285273763E1,7.104089275E-1,1.449501371E-1,3.864658713E-1
1.286267062E1,9.715753262E-1,2.470740974E-2,2.493971962E-1
1.287260362E1,1.081906219E0,-1.099399334E-1,7.132550597E-2
1.288253663E1,1.124909494E0,-2.911878312E-1,-5.518017411E-2
1.289247062E1,1.054815046E0,-5.050263548E-1,-2.419607073E-1
1.290240362E1,9.306492021E-1,-7.311674201E-1,-5.484951407E-1
1.291233662E1,7.442299537E-1,-8.597266424E-1,-7.402808905E-1
1.292226963E1,4.828709258E-1,-8.906718618E-1,-8.003768188E-1
1.293220362E1,1.964378311E-1,-8.898801488E-1,-7.335717952E-1
1.294213662E1,3.929328918E-3,-9.941547149E-1,-6.993404406E-1
1.295206963E1,-1.010837406E-2,-1.127647818E0,-6.731782436E-1
1.296200262E1,-2.862785820E-2,-1.261827384E0,-7.326070046E-1
1.297193662E1,-6.907242760E-2,-1.421897836E0,-9.542234945E-1
1.298186962E1,-9.800039414E-2,-1.436750348E0,-1.228071408E0
1.299180263E1,-2.054098719E-1,-1.331056663E0,-1.443618488E0
1.300173562E1,-2.920298668E-1,-1.253148361E0,-1.624680444E0
1.301166862E1,-3.169834443E-1,-1.237952033E0,-1.721436660E0
1.302160263E1,-2.630031554E-1,-1.195077909E0,-1.718813599E0
1.303153562E1,-2.011882553E-1,-1.058167108E0,-1.632363685E0
1.304146862E1,-1.450773506E-1,-9.034263933E-1,-1.484402232E0
1.305140162E1,-3.422327813E-2,-7.461707908E-1,-1.225858821E0
1.306133563E1,5.395744823E-2,-6.261976200E-1,-9.683883744E-1
1.307126862E1,3.529540166E-2,-5.803700674E-1,-7.660402143E-1
1.308120162E1,-4.641987562E-2,-5.874428594E-1,-5.839175731E-1
1.309113463E1,-1.278266026E-1,-5.908307362E-1,-4.675152969E-1
1.310106762E1,-1.489911113E-1,-5.790579522E-1,-4.676328260E-1
1.311100162E1,-1.189214394E-1,-5.439723194E-1,-4.847546428E-1
1.312093462E1,-1.132672549E-1,-5.004199183E-1,-5.369322717E-1
1.313086763E1,-1.768074125E-1,-3.738276994E-1,-6.751019776E-1
1.314080062E1,-2.151561937E-1,-2.327712232E-1,-7.524208796E-1
1.315073462E1,-9.363292605E-2,-1.826436281E-1,-6.306900358E-1
1.316066763E1,-1.510189623E-2,-1.606563431E-1,-4.619551796E-1
1.317060062E1,-1.003683338E-1,6.032572389E-3,-2.886600798E-1
1.318053362E1,-6.800092533E-2,1.717315543E-1,-5.241093278E-2
1.319046762E1,-7.702149801E-2,2.852488142E-1,1.394175017E-1
1.320040063E1,-3.228317197E-2,4.160153604E-1,2.264661705E-1
1.321033362E1,-3.114508454E-2,5.394629467E-1,3.083821535E-1
1.322026662E1,-2.108149284E-1,5.516269094E-1,3.426994622E-2
1.323019963E1,-5.587511569E-1,4.906755334E-1,-2.483967376E-1
1.324013362E1,-1.027351916E0,5.555948299E-1,-3.471632266E-1
1.325006662E1,-1.139811561E0,7.814616609E-1,-2.211890584E-1
1.325999962E1,-1.127236905E0,1.307418709E0,1.271570599E-1
1.326993263E1,-1.104603356E0,2.096035607E0,8.199258149E-1
1.327986662E1,-7.014496775E-1,2.249578813E0,1.756846229E0
1.328979962E1,-2.631362892E-1,2.006866153E0,2.648310388E0
1.329973263E1,3.265593197E-2,1.835367903E0,3.381680455E0
1.330966562E1,2.299436193E-1,1.467662823E0,3.823781998E0
1.331959862E1,3.411030627E-1,7.523138756E-1,3.716552834E0
1.332953262E1,1.410423333E-1,-7.352873683E-2,2.894564121E0
1.333946563E1,-5.420781139E-1,-4.630106020E-1,1.721992730E0
1.334939862E1,-1.213474930E0,-3.963833338E-1,6.377680904E-1
1.335933162E1,-1.623897502E0,-4.016177613E-1,-2.740537351E-1
1.336926563E1,-1.813204032E0,-4.249393809E-1,-9.493404847E-1
1.337919862E1,-1.793550663E0,-2.417689186E-1,-1.284474235E0
1.338913162E1,-1.640376710E0,9.763563752E-2,-1.231087986E0
1.339906462E1,-1.275638361E0,2.460490805E-1,-7.759834045E-1
1.340899762E1,-6.385747869E-1,2.827128768E-2,2.339997232E-2
1.341893162E1,-3.028197338E-1,-2.360550195E-1,8.518434262E-1
1.342886462E1,-1.104279201E-1,-3.407494158E-1,1.460002971E0
1.343879763E1,5.261076137E-2,-4.196113980E-1,1.697897524E0
1.344873062E1,1.236395212E-1,-4.621878988E-1,1.584191984E0
1.345866462E1,4.045206115E-2,-4.269946772E-1,1.295912558E0
1.346859762E1,-3.899084195E-2,-3.493009686E-1,9.298347580E-1
1.347853062E1,-6.406501830E-2,-3.912272590E-1,5.569040215E-1
1.348846362E1,-1.640706785E-2,-6.006411946E-1,2.396574891E-1
1.349839762E1,2.159866445E-2,-8.220688194E-1,4.573282778E-2
1.350833063E1,2.025727663E-2,-1.036668651E0,-6.407028079E-2
1.351826362E1,7.291112468E-2,-1.291291503E0,-3.202952707E-1
1.352819662E1,1.068785506E-1,-1.441150963E0,-6.008119333E-1
1.353812963E1,1.404439804E-1,-1.517089337E0,-8.875552958E-1
1.354806362E1,1.074115974E-1,-1.587190436E0,-1.144735136E0
1.355799662E1,3.382588673E-2,-1.524372629E0,-1.372512252E0
1.356792962E1,-1.788367253E-2,-1.391549032E0,-1.650807558E0
1.357786263E1,2.045301218E-2,-1.271597496E0,-1.819280459E0
1.358779662E1,8.748169173E-2,-1.134152260E0,-1.858605908E0
1.359772962E1,1.445147023E-1,-9.110856611E-1,-1.851411493E0
1.360766262E1,1.259766167E-1,-7.642673385E-1,-1.749226137E0
1.361759562E1,1.155950315E-1,-6.390357667E-1,-1.489094623E0
1.362752862E1,3.107776847E-2,-5.211635005E-1,-1.180869175E0
1.363746262E1,-8.075571265E-2,-5.874697566E-1,-8.133313251E-1
1.364739563E1,-1.878777632E-1,-6.420441592E-1,-5.427350485E-1
1.365732837E1,-3.566487991E-1,-5.796116835E-1,-3.234317172E-1
1.366726137E1,-4.645301106E-1,-5.182200122E-1,-1.718812430E-1
1.367719537E1,-4.308932351E-1,-4.801107842E-1,-1.302391273E-1
1.368712837E1,-2.478902225E-1,-3.949735701E-1,-8.127512813E-2
1.369706138E1,-9.456932109E-2,-2.550836134E-1,-1.352344036E-2
1.370699437E1,-7.644565690E-2,-7.562262475E-2,1.062503403E-1
1.371692737E1,-5.890857808E-2,1.304589826E-1,3.722922206E-1
1.372686137E1,3.245065816E-2,3.429339355E-1,7.618775815E-1
1.373679437E1,1.969011133E-1,6.111334383E-1,1.289211064E0
1.374672737E1,2.775523801E-1,9.209984457E-1,1.723256314E0
1.375666037E1,2.419180957E-1,1.044034388E0,1.709169202E0
1.376659438E1,2.561934149E-1,9.514770573E-1,1.344243888E0
1.377652737E1,3.124873374E-1,9.564460212E-1,7.765809900E-1
1.378646037E1,5.013702370E-1,1.143452842E0,1.645494193E-1
1.379639337E1,6.877740633E-1,1.636985909E0,-7.753875732E-2
1.380632738E1,7.726073684E-1,2.316765659E0,-1.700019479E-2
1.381626037E1,7.792182304E-1,2.506526518E0,3.020285690E-1
1.382619337E1,8.443606713E-1,2.169762565E0,1.002216856E0
1.383612638E1,6.113943703E-1,1.673066154E0,2.026210497E0
1.384605937E1,1.434247904E-1,1.150357234E0,2.969233650E0
1.385599337E1,-1.576021962E-1,5.480203468E-1,3.251970500E0
1.386592637E1,-3.445063249E-1,5.688873053E-2,2.946368113E0
1.387585937E1,-4.487357579E-1,-4.827168882E-2,2.199899114E0
1.388579237E1,-3.787892081E-1,1.035921961E-1,1.286681558E0
1.389572637E1,-7.779580641E-2,2.571383250E-1,4.658769071E-1
1.390565938E1,3.213990057E-1,3.694873112E-1,-5.048310578E-2
1.391559237E1,6.530700345E-1,3.290374428E-1,-2.546889263E-1
1.392552537E1,7.567374404E-1,1.528655130E-1,-9.359287262E-2
1.393545838E1,7.085332869E-1,-1.834177995E-1,3.839334422E-1
1.394539237E1,5.728391094E-1,-4.941400087E-1,7.183906692E-1
1.395532537E1,4.169748154E-1,-7.675844640E-1,7.099502134E-1
1.396525837E1,2.461952243E-1,-9.567407209E-1,4.862936300E-1
1.397519138E1,-9.472905057E-3,-1.048099957E0,9.119609892E-2
1.398512537E1,-1.762564769E-1,-1.110202650E0,-3.927188838E-1
1.399505837E1,-2.018968282E-1,-1.248223252E0,-9.035866070E-1
1.400499138E1,-2.462756966E-1,-1.361547554E0,-1.423567801E0
1.401492437E1,-2.788460400E-1,-1.399351557E0,-1.836245570E0
1.402485737E1,-2.955720552E-1,-1.482614154E0,-2.073812680E0
1.403479137E1,-3.129874936E-1,-1.540415050E0,-2.164283724E0
1.404472438E1,-3.670779295E-1,-1.427329899E0,-1.989144412E0
1.405465737E1,-3.204916640E-1,-1.309077564E0,-1.611277456E0
1.406459037E1,-2.588506455E-1,-1.316736832E0,-1.266344358E0
1.407452437E1,-3.589398844E-1,-1.310421839E0,-9.582990038E-1
1.408445737E1,-4.906329218E-1,-1.283383144E0,-8.377288324E-1
1.409439037E1,-4.539256369E-1,-1.435086815E0,-8.259788525E-1
1.410432337E1,-4.755065769E-1,-1.542813578E0,-1.092958626E0
1.411425638E1,-5.584699059E-1,-1.413137537E0,-1.431828162E0
1.412419037E1,-5.815155369E-1,-1.210494093E0,-1.682214707E0
1.413412337E1,-4.010331128E-1,-9.957907659E-1,-1.750482704E0
1.414405638E1,-1.987991195E-1,-7.949231207E-1,-1.698902661E0
1.415398937E1,-1.094499550E-1,-5.804992908E-1,-1.511872451E0
1.416392337E1,-4.702862559E-2,-4.652910161E-1,-1.162329408E0
1.417385637E1,8.250777600E-2,-4.631222838E-1,-7.237513965E-1
1.418378938E1,9.200012762E-2,-3.875949687E-1,-2.752231783E-1
1.419372237E1,1.094400330E-1,-2.960299104E-1,7.325625658E-2
1.420365537E1,9.462443110E-2,-3.245555520E-1,3.257296729E-1
1.421358938E1,2.728009326E-2,-2.609027624E-1,4.255971926E-1
1.422352237E1,-4.022778388E-2,-1.431480253E-1,4.060938048E-1
1.423345537E1,-6.546228357E-2,2.831163347E-2,2.196296060E-1
1.424338837E1,-8.478884792E-2,2.280466729E-1,2.044186592E-3
1.425332238E1,-5.536112716E-2,3.896555275E-1,-1.353221118E-1
1.426325537E1,-2.155351298E-2,5.844707197E-1,-1.893071151E-1
1.427318837E1,-3.723834006E-2,7.608724451E-1,-4.844827473E-2
1.428312138E1,-1.318556997E-1,9.514045519E-1,3.078944957E-1
1.429305537E1,-1.377832232E-1,1.099194097E0,7.004864949E-1
1.430298837E1,-1.730520200E-1,1.013078059E0,7.085328484E-1
1.431292137E1,-4.409693033E-1,7.937969470E-1,4.341089845E-1
1.432285438E1,-9.478512720E-1,9.024990249E-1,7.772645295E-2
1.433278737E1,-1.192571573E0,1.218543370E0,-7.815096080E-2
1.434272137E1,-1.196475028E0,1.566163849E0,1.886609977E-1
1.435265438E1,-9.100163515E-1,2.014427188E0,7.461830699E-1
1.436258737E1,-4.681337496E-1,2.026870648E0,1.484478246E0
1.437252037E1,-2.478524714E-1,1.934778171E0,2.142505769E0
1.438245437E1,-4.319828820E-2,1.859218696E0,2.727582260E0
1.439238738E1,1.979212697E-1,1.571991768E0,3.100442830E0
1.440232037E1,2.209648908E-1,1.109783404E0,2.922962294E0
1.441225337E1,-5.813309111E-2,6.741623300E-1,2.266870199E0
1.442218638E1,-6.626561791E-1,4.104803860E-1,1.367916341E0
1.443212037E1,-1.282486474E0,2.735421038E-1,5.778551799E-1
1.444205337E1,-1.641928853E0,9.673458159E-2,-2.039801180E-2
1.445198637E1,-1.859124848E0,-1.037448084E-1,-5.400289571E-1
1.446191937E1,-1.913102688E0,-1.691617030E-1,-8.883581185E-1
1.447185337E1,-1.861427774E0,-4.149125755E-2,-9.277759534E-1
1.448178637E1,-1.642195048E0,1.415722007E-1,-6.698020613E-1
1.449171938E1,-1.217395342E0,1.391730881E-1,-1.501857340E-2
1.450165237E1,-7.823108958E-1,-9.860218227E-2,6.502004403E-1
1.451158537E1,-5.576632094E-1,-3.983368886E-1,1.081669992E0
1.452151937E1,-4.895189542E-1,-5.266680694E-1,1.283590136E0
1.453145237E1,-4.449893737E-1,-5.953921491E-1,1.274590101E0
1.454138537E1,-3.782197258E-1,-6.546337992E-1,1.098806427E0
1.455131837E1,-3.167886955E-1,-7.183889151E-1,7.959925765E-1
1.456125238E1,-2.581944052E-1,-8.284463775E-1,5.190286821E-1
1.457118537E1,-2.284191771E-1,-9.990751469E-1,2.205610675E-1
1.458111837E1,-1.767175299E-1,-1.250940453E0,-1.450232273E-1
1.459105138E1,-2.189776780E-1,-1.496698342E0,-4.999264133E-1
1.460098437E1,-2.757592766E-1,-1.626327020E0,-8.494893372E-1
1.461091837E1,-3.498905873E-1,-1.793158023E0,-1.155255446E0
1.462085137E1,-4.424626822E-1,-1.933292978E0,-1.483252085E0
1.463078438E1,-5.502299730E-1,-1.961678871E0,-1.722865720E0
1.464071737E1,-6.090363710E-1,-2.012627415E0,-1.872439835E0
1.465065137E1,-6.285489316E-1,-1.997005409E0,-1.953728997E0
1.466058537E1,-7.514189592E-1,-1.796012049E0,-1.922859206E0
1.467051838E1,-7.510082654E-1,-1.588165752E0,-1.810634766E0
1.468045137E1,-5.649278266E-1,-1.421575654E0,-1.616812431E0
1.469038437E1,-4.360771573E-1,-1.277865711E0,-1.350297511E0
1.470031838E1,-4.246712860E-1,-1.035316774E0,-1.065358014E0
1.471025137E1,-4.536223125E-1,-7.185128760E-1,-7.610502005E-1
1.472018437E1,-4.297873805E-1,-4.623861194E-1,-4.963584423E-1
1.473011737E1,-4.373634716E-1,-2.958889925E-1,-3.065133834E-1
1.474005138E1,-4.984500279E-1,-1.367500019E-1,-2.942336458E-1
1.474998437E1,-5.557668842E-1,-2.623587191E-2,-3.262927598E-1
1.475991737E1,-5.725800778E-1,4.535100460E-3,-3.106035107E-1
1.476985038E1,-5.574111578E-1,1.715865433E-2,-3.262103140E-1
1.477978337E1,-6.392033625E-1,1.005820495E-1,-3.974896270E-1
1.478971737E1,-7.005447478E-1,3.183522409E-1,-4.365373331E-1
1.479965037E1,-6.182978855E-1,5.708964086E-1,-2.376735288E-1
1.480958337E1,-4.744845567E-1,7.671570325E-1,1.184698516E-1
1.481951637E1,-3.483907764E-1,9.168130088E-1,3.950098228E-1
1.482945037E1,-3.581690752E-1,1.057347913E0,7.005133921E-1
1.483938338E1,-3.584690373E-1,1.196373067E0,9.822883755E-1
1.484931637E1,-4.262720344E-1,1.386261395E0,1.216973392E0
1.485924937E1,-5.926093130E-1,1.453120798E0,1.304365878E0
1.486918238E1,-6.122186085E-1,1.161828302E0,1.211048993E0
1.487911637E1,-5.710212832E-1,9.709629035E-1,9.156950212E-1
1.488904937E1,-5.485019015E-1,1.099016926E0,7.208739817E-1
1.489898237E1,-3.939062705E-1,1.419301087E0,7.583493716E-1
1.490891538E1,-8.095539507E-2,1.816416492E0,9.916111761E-1
1.491884937E1,2.834728687E-1,1.824999620E0,1.512608616E0
1.492878237E1,4.067289952E-1,1.466625527E0,1.957840759E0
1.493871537E1,3.019352328E-1,1.255855622E0,2.519935938E0
1.494864837E1,3.966029333E-2,1.154995245E0,3.103174649E0
1.495858237E1,-9.033065619E-2,8.016082424E-1,3.205736566E0
1.496851537E1,-6.711700905E-2,3.994256401E-1,2.749738530E0
1.497844838E1,-7.158512235E-2,3.252326596E-1,1.902427865E0
1.498838137E1,-7.101355702E-2,4.704032367E-1,1.022997276E0
1.499831437E1,1.505085003E-1,5.306085080E-1,3.521310210E-1
1.500824837E1,5.065643552E-1,5.852384591E-1,-1.192282355E-1
1.501818137E1,9.329714238E-1,5.430133760E-1,-2.589954007E-1
1.502811437E1,1.211341793E0,3.802321547E-1,-9.487399757E-2
1.503804737E1,1.223756309E0,1.423457873E-1,2.722849524E-1
1.504798038E1,1.054628666E0,-1.353039855E-1,5.319755870E-1
1.505791437E1,8.122139221E-1,-4.393217772E-1,5.900045246E-1
1.506784737E1,6.171438644E-1,-7.068991363E-1,4.717299700E-1
1.507778038E1,4.309846710E-1,-9.411064357E-1,1.302724564E-1
1.508771337E1,2.584262839E-1,-1.057108762E0,-2.932618386E-1
1.509764737E1,1.396678173E-1,-1.180176864E0,-7.447236049E-1
1.510758037E1,-2.205405291E-3,-1.311657940E0,-1.212177506E0
1.511751338E1,-1.111654733E-1,-1.420180508E0,-1.512726730E0
1.512744637E1,-2.055343810E-1,-1.507105801E0,-1.742652698E0
1.513737937E1,-3.512611015E-1,-1.470198761E0,-1.894320701E0
1.514731338E1,-4.202783095E-1,-1.433102270E0,-1.890946273E0
1.515724637E1,-4.772685988E-1,-1.557524003E0,-1.772901514E0
1.516717937E1,-5.805106929E-1,-1.633300409E0,-1.605561218E0
1.517711237E1,-6.988153607E-1,-1.654942124E0,-1.449519498E0
1.518704638E1,-8.028591811E-1,-1.713048829E0,-1.378082895E0
1.519697937E1,-7.700082079E-1,-1.810811936E0,-1.396856550E0
1.520691237E1,-7.393826851E-1,-1.856181067E0,-1.625545247E0
1.521684538E1,-7.523382877E-1,-1.752321653E0,-1.881376135E0
1.522677937E1,-7.511367580E-1,-1.568373511E0,-2.087208651E0
1.523671237E1,-6.972701608E-1,-1.390100092E0,-2.189878156E0
1.524664537E1,-7.240767210E-1,-1.176696602E0,-2.183857863E0
1.525657838E1,-7.462349640E-1,-8.408132386E-1,-1.973890196E0
1.526651137E1,-6.961329505E-1,-5.715618217E-1,-1.597037147E0
1.527644537E1,-5.304927331E-1,-3.432034922E-1,-1.062054337E0
1.528637838E1,-2.826118661E-1,-8.419990540E-2,-4.169152468E-1
1.529631137E1,-1.244997562E-1,1.602756894E-1,1.000552154E-1
1.530624437E1,-3.829480859E-2,4.164977556E-1,4.609178835E-1
1.531617737E1,-1.050232108E-2,6.860146362E-1,7.121803415E-1
1.532611138E1,1.869025938E-3,9.308819944E-1,8.620626050E-1
1.533604437E1,8.440762773E-2,1.170886808E0,9.873555726E-1
1.534597737E1,1.968112489E-1,1.334041082E0,1.094759569E0
1.535591038E1,3.116736974E-1,1.462091596E0,1.198362874E0
1.536584437E1,4.004164143E-1,1.615445352E0,1.334208897E0
1.537577737E1,5.053526660E-1,1.708461689E0,1.435615404E0
1.538571037E1,6.215722532E-1,1.522291020E0,1.369886853E0
1.539564337E1,3.414353672E-1,1.220127380E0,9.946914893E-1
1.540557637E1,-2.969856927E-1,1.029310514E0,4.230320191E-1
1.541551037E1,-8.233791073E-1,9.418502015E-1,-3.482192338E-2
1.542544338E1,-1.106102144E0,1.023697187E0,-3.100386697E-1
1.543537637E1,-1.210242955E0,1.346117336E0,-2.703243810E-1
1.544530937E1,-1.186999103E0,1.895924007E0,1.812309408E-1
1.545524337E1,-9.173644743E-1,2.196275010E0,9.611109298E-1
1.546517638E1,-4.803686464E-1,2.032680441E0,1.878451942E0
1.547510937E1,-3.199612485E-1,1.746932859E0,2.521995912E0
1.548504237E1,-2.112286372E-1,1.368573568E0,3.144492245E0
1.549497538E1,-2.698748032E-1,7.462514824E-1,3.543447184E0
1.550490937E1,-6.179031254E-1,2.261469126E-2,3.151217127E0
1.551484237E1,-1.190234221E0,-4.767077047E-1,2.187248079E0
1.552477537E1,-1.714785306E0,-7.027195466E-1,1.150638485E0
1.553470837E1,-1.962603170E0,-8.378954780E-1,3.152391833E-1
1.554464237E1,-2.031083420E0,-8.585285479E-1,-3.214039028E-1
1.555457537E1,-1.886316155E0,-7.564776778E-1,-7.072721887E-1
1.556450838E1,-1.651084423E0,-5.852589244E-1,-7.305277348E-1
1.557444137E1,-1.241433173E0,-5.140152794E-1,-5.125376880E-1
1.558437437E1,-8.049494876E-1,-6.784518474E-1,-3.322621822E-2
1.559430837E1,-6.546158921E-1,-9.062517679E-1,4.648729402E-1
1.560424137E1,-6.195358872E-1,-1.028901794E0,7.908248073E-1
1.561417437E1,-4.867235465E-1,-1.159308152E0,8.085845554E-1
1.562410737E1,-3.333519571E-1,-1.143518915E0,5.874738497E-1
1.563404138E1,-1.682418263E-1,-1.014177920E0,2.792536640E-1
1.564397437E1,-6.595014235E-2,-9.124521554E-1,-8.875079334E-2
1.565390737E1,3.994624045E-2,-9.470594859E-1,-4.436738598E-1
1.566383929E1,6.822010456E-2,-1.066254392E0,-7.018202448E-1
1.567377229E1,-1.062110726E-1,-1.138254082E0,-8.933358532E-1
1.568370629E1,-3.336990624E-1,-1.154269606E0,-1.038348556E0
1.569363929E1,-4.366563605E-1,-1.211330829E0,-1.165299209E0
1.570357229E1,-3.839472563E-1,-1.274869013E0,-1.191697049E0
1.571350529E1,-3.679783642E-1,-1.309796187E0,-1.227584919E0
1.572343929E1,-4.212742730E-1,-1.248045496E0,-1.204124721E0
1.573337229E1,-4.840944191E-1,-1.137242514E0,-1.230264698E0
1.574330529E1,-4.170547760E-1,-1.010602348E0,-1.086108028E0
1.575323829E1,-3.399867196E-1,-9.161130971E-1,-9.703600556E-1
1.576317129E1,-2.788198920E-1,-8.398233050E-1,-8.774653405E-1
1.577310529E1,-2.925217638E-1,-7.201635450E-1,-9.654407930E-1
1.578303829E1,-2.855657150E-1,-6.074514467E-1,-1.057414572E0
1.579297129E1,-3.101942787E-1,-5.712139124E-1,-1.024527492E0
1.580290429E1,-3.693422272E-1,-3.749813551E-1,-1.141576470E0
1.581283729E1,-3.827386003E-1,-2.071370298E-1,-1.229789904E0
1.582277129E1,-3.358871636E-1,-1.708831233E-1,-1.200530437E0
1.583270429E1,-3.212049147E-1,-1.077869886E-1,-1.083038825E0
1.584263729E1,-3.355072042E-1,-6.554904163E-2,-8.881914729E-1
1.585257029E1,-3.999255770E-1,-6.473569393E-2,-6.484854519E-1
1.586250429E1,-5.247323852E-1,1.177471358E-1,-4.455467230E-1
1.587243729E1,-5.275122977E-1,2.118036926E-1,-2.756821847E-1
1.588237029E1,-5.317008410E-1,2.286764181E-1,-1.521328568E-2
1.589230329E1,-5.355604053E-1,2.330419493E-1,2.840097892E-1
1.590223629E1,-5.177209158E-1,2.086684155E-1,5.297191465E-1
1.591217029E1,-4.846189874E-1,1.491870296E-1,6.479451692E-1
1.592210329E1,-4.646173803E-1,2.546263611E-1,6.339826030E-1
1.593203629E1,-4.175367328E-1,5.298027617E-1,5.053742641E-1
1.594196929E1,-3.927183721E-1,7.207494360E-1,2.651396549E-1
1.595190329E1,-4.287682108E-1,8.903631288E-1,1.020514548E-1
1.596183629E1,-5.516045072E-1,1.073152937E0,1.223722833E-1
1.597176929E1,-5.371401768E-1,1.314791463E0,4.049173450E-1
1.598170229E1,-3.782235265E-1,1.623527373E0,8.686073935E-1
1.599163529E1,-1.037404778E-1,1.897387565E0,1.599963679E0
1.600156929E1,1.528871477E-1,1.789674836E0,2.254174724E0
1.601150229E1,9.007308634E-2,1.584489607E0,2.636015448E0
1.602143529E1,-2.767910361E-1,1.655312253E0,3.059377250E0
1.603136829E1,-5.146852607E-1,1.599616939E0,3.430042775E0
1.604130229E1,-5.922206193E-1,1.337240678E0,3.485796561E0
1.605123529E1,-4.311462368E-1,1.028942140E0,3.110538048E0
1.606116829E1,-1.982984334E-1,7.694047022E-1,2.414236405E0
1.607110129E1,-1.637985089E-2,6.126028436E-1,1.489783425E0
1.608103429E1,1.789456297E-1,5.087627256E-1,7.549421990E-1
1.609096829E1,4.244288824E-1,3.466030633E-1,1.827325058E-1
1.610090129E1,6.583820106E-1,7.861406028E-2,-1.743037444E-1
1.611083429E1,7.604416515E-1,-1.083044672E-1,-1.389473855E-1
1.612076729E1,8.231194179E-1,-1.817729777E-1,1.713555783E-1
1.613070029E1,8.519657792E-1,-2.613746327E-1,6.306894511E-1
1.614063429E1,8.134141362E-1,-3.847473747E-1,8.436935771E-1
1.615056729E1,8.592996494E-1,-6.164988434E-1,6.727139747E-1
1.616050029E1,1.038467985E0,-8.361606091E-1,4.641554868E-1
1.617043329E1,9.713613912E-1,-9.371964025E-1,2.066926414E-1
1.618036729E1,1.047053598E0,-1.169717365E0,-2.491732478E-2
1.619030029E1,1.053530193E0,-1.450805885E0,-1.061024058E-1
1.620023329E1,8.813569549E-1,-1.558777061E0,-3.550990677E-1
1.621016629E1,-7.185286635E-1,-9.587580103E-1,-7.301143366E-1
1.622009929E1,-3.315579217E-1,-1.158429315E0,-1.309789170E0
1.623003329E1,6.343644261E-3,-1.432224019E0,-1.797306038E0
1.623996629E1,-3.575159412E-2,-1.423977106E0,-2.095297689E0
1.624989929E1,-7.919626024E-2,-1.368964162E0,-2.189886342E0
1.625983229E1,2.200323695E-1,-1.486358126E0,-2.198319197E0
1.626976629E1,4.574414580E-1,-1.601314386E0,-1.972488034E0
1.627969929E1,3.676481792E-1,-1.454170373E0,-1.752266105E0
1.628963229E1,1.536063186E-1,-1.223756163E0,-1.626102487E0
1.629956529E1,1.121630083E-1,-1.083033562E0,-1.562267849E0
1.630949829E1,9.089445569E-2,-9.417513835E-1,-1.592295055E0
1.631943229E1,2.823265951E-2,-7.609689242E-1,-1.797812991E0
1.632936529E1,-4.901223868E-2,-6.234470898E-1,-1.909102462E0
1.633929829E1,6.873584725E-3,-6.695284116E-1,-1.978932250E0
1.634923129E1,9.054135695E-2,-6.693377924E-1,-1.970003552E0
1.635916429E1,6.723797332E-2,-4.934582233E-1,-1.739378257E0
1.636909829E1,1.006791864E-2,-2.547608471E-1,-1.222207235E0
1.637903129E1,-8.671238087E-2,-1.533116555E-1,-7.498387492E-1
1.638896429E1,7.988034792E-2,-2.765551740E-1,-5.234070772E-1
1.639889729E1,4.072799856E-1,-2.609530485E-1,-4.853545672E-1
1.640883129E1,4.488233565E-1,2.198611557E-2,-5.350342655E-1
1.641876429E1,2.452830952E-1,1.166156995E-1,-6.919635934E-1
1.642869729E1,3.454738198E-1,1.279405868E-1,-9.180187047E-1
1.643863029E1,1.482807112E-1,5.171254134E-1,-5.999892300E-1
1.644856329E1,-4.008554305E-1,7.505146873E-1,-2.388242608E-1
1.645849729E1,-6.628565924E-1,7.224685174E-1,2.923607826E-4
1.646843029E1,-4.548894773E-1,5.332853633E-1,1.942860192E-1
1.647836329E1,-6.910853416E-2,5.470152104E-1,5.544856131E-1
1.648829629E1,2.469299635E-1,8.762649071E-1,9.364725173E-1
